Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
22065.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Linux,AWS,Flask,Flask,IPython / Jupyter
22066.0,Bash/Shell/PowerShell,JavaScript,DynamoDB,Elasticsearch,AWS,AWS,Express,Express,Vim
22070.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Cassandra,AWS,AWS,Django,Django,Vim
22071.0,HTML/CSS,JavaScript,MariaDB,PostgreSQL,Android,Android,Angular/Angular.js,React.js,Atom
22077.0,C#,C#,Microsoft SQL Server,Elasticsearch,Android,Android,ASP.NET,jQuery,Notepad++
22082.0,Go,Go,MongoDB,Cassandra,Docker,Docker,jQuery,React.js,Atom
22085.0,Bash/Shell/PowerShell,Clojure,PostgreSQL,DynamoDB,AWS,Linux,Spring,Vue.js,IntelliJ
22088.0,Bash/Shell/PowerShell,HTML/CSS,DynamoDB,Cassandra,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
22089.0,Bash/Shell/PowerShell,Elixir,MariaDB,Elasticsearch,Linux,Docker,Ruby on Rails,Vue.js,Atom
22091.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,jQuery,Android Studio
22097.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Linux,Linux,Express,Express,IntelliJ
22098.0,C#,Python,Microsoft SQL Server,Microsoft SQL Server,Windows,Raspberry Pi,jQuery,React.js,Notepad++
22100.0,Assembly,Bash/Shell/PowerShell,Firebase,Cassandra,AWS,AWS,Express,Flask,Emacs
22101.0,HTML/CSS,Go,MySQL,Cassandra,AWS,AWS,Flask,Django,IPython / Jupyter
22104.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Google Cloud Platform,Google Cloud Platform,Django,Django,Notepad++
22106.0,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Slack,Android,jQuery,jQuery,Android Studio
22112.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,Elasticsearch,Linux,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
22114.0,C#,Java,Microsoft SQL Server,Oracle,Windows,Android,ASP.NET,Angular/Angular.js,Notepad++
22117.0,Bash/Shell/PowerShell,Dart,MySQL,MongoDB,Android,Android,React.js,Spring,Android Studio
22120.0,Bash/Shell/PowerShell,C,PostgreSQL,PostgreSQL,AWS,AWS,Django,Django,Emacs
22121.0,HTML/CSS,Elixir,PostgreSQL,PostgreSQL,Docker,Docker,Ruby on Rails,Ruby on Rails,Atom
22122.0,Java,Dart,Elasticsearch,Elasticsearch,AWS,Docker,Ruby on Rails,Vue.js,Atom
22124.0,Java,Java,Oracle,Oracle,Linux,Linux,Spring,Spring,IntelliJ
22127.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Linux,Linux,jQuery,React.js,Notepad++
22129.0,Assembly,Assembly,MongoDB,MongoDB,Docker,Docker,ASP.NET,Django,IntelliJ
22131.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,jQuery,Angular/Angular.js,Notepad++
22132.0,Assembly,Kotlin,Elasticsearch,Elasticsearch,Android,Android,Ruby on Rails,Ruby on Rails,Android Studio
22134.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Heroku,Heroku,ASP.NET,Angular/Angular.js,IntelliJ
22139.0,HTML/CSS,Dart,Firebase,Cassandra,Android,Android,jQuery,Angular/Angular.js,Android Studio
22140.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,AWS,Django,Express,IntelliJ
22144.0,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,Windows,MacOS,React.js,React.js,Visual Studio Code
22145.0,C,TypeScript,MongoDB,DynamoDB,Android,AWS,Angular/Angular.js,React.js,Sublime Text
22147.0,C,C++,MongoDB,Cassandra,Arduino,Arduino,ASP.NET,Express,Notepad++
22148.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
22152.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,MySQL,Linux,Linux,jQuery,Angular/Angular.js,Sublime Text
22154.0,C#,C#,Microsoft SQL Server,Elasticsearch,MacOS,Arduino,ASP.NET,Angular/Angular.js,Notepad++
22155.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Redis,MongoDB,Docker,Docker,Django,React.js,Visual Studio Code
22159.0,Bash/Shell/PowerShell,C++,Microsoft SQL Server,MongoDB,Android,Android,ASP.NET,Angular/Angular.js,Atom
22160.0,Bash/Shell/PowerShell,Dart,Elasticsearch,Cassandra,AWS,Arduino,Express,React.js,Android Studio
22161.0,Bash/Shell/PowerShell,C,Redis,PostgreSQL,Android,Android,jQuery,Vue.js,Android Studio
22163.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Android,Android,React.js,React.js,Android Studio
22169.0,Objective-C,Swift,SQLite,SQLite,iOS,iOS,jQuery,React.js,Xcode
22172.0,HTML/CSS,Elixir,PostgreSQL,PostgreSQL,Docker,Docker,jQuery,Vue.js,Visual Studio Code
22173.0,Bash/Shell/PowerShell,C#,Elasticsearch,Cassandra,Android,Android,Angular/Angular.js,ASP.NET,Android Studio
22174.0,C++,C#,MariaDB,Firebase,Linux,Android,Django,Angular/Angular.js,Notepad++
22179.0,Java,Java,MongoDB,MongoDB,Docker,Docker,jQuery,React.js,Atom
22184.0,JavaScript,JavaScript,MySQL,MongoDB,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
22186.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Linux,Android,Drupal,Laravel,Notepad++
22187.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,DynamoDB,Android,AWS,Drupal,Drupal,Atom
22191.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Android,Angular/Angular.js,ASP.NET,Visual Studio
22194.0,C#,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Android,ASP.NET,Angular/Angular.js,Notepad++
22195.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Docker,Docker,Flask,Flask,Atom
22196.0,C#,C#,Microsoft SQL Server,Firebase,Android,Docker,ASP.NET,React.js,Visual Studio
22197.0,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
22198.0,C,HTML/CSS,Cassandra,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
22203.0,C,C,SQLite,SQLite,Linux,Linux,jQuery,React.js,Sublime Text
22209.0,C,C,Microsoft SQL Server,Microsoft SQL Server,Arduino,Arduino,ASP.NET,Angular/Angular.js,Eclipse
22211.0,Bash/Shell/PowerShell,C#,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
22213.0,C#,C#,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,React.js,Emacs
22214.0,C#,Kotlin,MongoDB,MongoDB,Android,iOS,Angular/Angular.js,Angular/Angular.js,Android Studio
22221.0,Bash/Shell/PowerShell,Python,Couchbase,Couchbase,Android,Android,Django,Django,Android Studio
22222.0,HTML/CSS,HTML/CSS,Elasticsearch,PostgreSQL,AWS,AWS,Django,Flask,Vim
22225.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,jQuery,React.js,IPython / Jupyter
22228.0,JavaScript,JavaScript,Elasticsearch,Elasticsearch,Android,Arduino,React.js,React.js,Visual Studio Code
22230.0,Bash/Shell/PowerShell,Go,Elasticsearch,Cassandra,Linux,AWS,Flask,Angular/Angular.js,IntelliJ
22231.0,Bash/Shell/PowerShell,Java,Elasticsearch,Cassandra,Linux,Docker,jQuery,Flask,Emacs
22232.0,Python,Assembly,Microsoft SQL Server,MySQL,Linux,Linux,jQuery,React.js,IPython / Jupyter
22233.0,Java,Java,PostgreSQL,Elasticsearch,Linux,Linux,Spring,Angular/Angular.js,Eclipse
22234.0,Bash/Shell/PowerShell,C++,Elasticsearch,Firebase,Linux,AWS,React.js,React.js,Emacs
22237.0,Java,Java,Oracle,Oracle,Linux,AWS,Spring,Spring,Eclipse
22238.0,C#,Go,Elasticsearch,DynamoDB,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
22240.0,Elixir,C#,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,TextMate
22241.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Redis,AWS,Android,Spring,Spring,IntelliJ
22243.0,C#,Assembly,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,ASP.NET,Sublime Text
22245.0,HTML/CSS,Go,Firebase,PostgreSQL,AWS,AWS,Angular/Angular.js,Express,PHPStorm
22248.0,Bash/Shell/PowerShell,Go,MySQL,DynamoDB,Android,AWS,Express,Express,Visual Studio Code
22251.0,Swift,Swift,SQLite,Other(s):,iOS,iOS,jQuery,React.js,Sublime Text
22257.0,C#,Go,Microsoft SQL Server,Elasticsearch,Windows,Docker,jQuery,Express,Visual Studio
22258.0,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,Android,jQuery,React.js,PHPStorm
22266.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Android,Android,jQuery,Laravel,Notepad++
22267.0,Assembly,Assembly,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Flask,Flask,Notepad++
22269.0,C#,C#,Firebase,DynamoDB,Android,AWS,Express,Express,Notepad++
22270.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Android,jQuery,ASP.NET,IPython / Jupyter
22271.0,C,Assembly,MySQL,PostgreSQL,Linux,Linux,jQuery,React.js,Atom
22273.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Docker,Angular/Angular.js,Angular/Angular.js,NetBeans
22275.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,Angular/Angular.js,React.js,Android Studio
22278.0,C#,C++,Firebase,Firebase,AWS,Docker,Flask,Flask,Notepad++
22279.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Windows,Docker,ASP.NET,ASP.NET,Notepad++
22285.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Docker,Docker,jQuery,React.js,Sublime Text
22286.0,Bash/Shell/PowerShell,Java,MariaDB,MariaDB,Raspberry Pi,Linux,jQuery,jQuery,IntelliJ
22288.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
22293.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
22295.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Docker,Docker,Flask,Flask,Emacs
22296.0,Java,Java,MariaDB,MariaDB,Docker,Linux,Spring,Spring,Eclipse
22298.0,C#,JavaScript,Microsoft SQL Server,MongoDB,Microsoft Azure,AWS,ASP.NET,ASP.NET,Visual Studio
22299.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Linux,Linux,jQuery,React.js,Eclipse
22300.0,C,C,DynamoDB,PostgreSQL,AWS,Linux,jQuery,React.js,Notepad++
22304.0,C++,C#,Elasticsearch,Elasticsearch,Other(s):,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
22305.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,DynamoDB,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
22306.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Arduino,Arduino,jQuery,React.js,Sublime Text
22307.0,C++,C++,MySQL,Elasticsearch,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
22308.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,AWS,Android,Django,Vue.js,PyCharm
22309.0,Bash/Shell/PowerShell,Kotlin,Elasticsearch,PostgreSQL,Docker,AWS,React.js,React.js,Visual Studio Code
22312.0,C#,C#,Microsoft SQL Server,MongoDB,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
22317.0,Bash/Shell/PowerShell,C#,MariaDB,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
22318.0,C#,C#,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,ASP.NET,Notepad++
22320.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Elasticsearch,AWS,AWS,jQuery,React.js,Emacs
22321.0,C#,C#,Microsoft SQL Server,MongoDB,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
22325.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Elasticsearch,Arduino,Arduino,Express,Express,Eclipse
22327.0,Go,C,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Django,Android Studio
22329.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Android,Android,Angular/Angular.js,ASP.NET,Android Studio
22332.0,Java,Go,Elasticsearch,DynamoDB,Docker,AWS,Express,Flask,IntelliJ
22333.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Firebase,Heroku,Android,Express,Express,IntelliJ
22334.0,C#,JavaScript,MariaDB,Elasticsearch,Docker,AWS,ASP.NET,React.js,PHPStorm
22339.0,C#,Go,DynamoDB,DynamoDB,AWS,AWS,Spring,Spring,Atom
22340.0,Bash/Shell/PowerShell,Assembly,Couchbase,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,PyCharm
22341.0,Bash/Shell/PowerShell,TypeScript,MariaDB,PostgreSQL,Linux,AWS,Angular/Angular.js,jQuery,Atom
22343.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
22344.0,Python,Python,MySQL,MySQL,Docker,Docker,Laravel,Django,IPython / Jupyter
22345.0,C#,Python,Microsoft SQL Server,Other(s):,Android,Arduino,ASP.NET,Vue.js,Android Studio
22346.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
22348.0,Go,Bash/Shell/PowerShell,MariaDB,PostgreSQL,Slack,AWS,Spring,Django,IntelliJ
22350.0,C++,C++,MongoDB,MongoDB,Docker,AWS,ASP.NET,Vue.js,Notepad++
22354.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,PostgreSQL,Linux,Android,jQuery,React.js,Eclipse
22356.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,jQuery,Django,Atom
22360.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
22364.0,C#,C#,Elasticsearch,Cassandra,Arduino,Arduino,Django,React.js,IntelliJ
22368.0,C,C++,MariaDB,SQLite,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
22370.0,Java,Java,MySQL,MongoDB,Docker,Docker,Spring,Ruby on Rails,Visual Studio Code
22372.0,HTML/CSS,Go,Microsoft SQL Server,MariaDB,Docker,AWS,jQuery,React.js,PHPStorm
22374.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,jQuery,ASP.NET,Notepad++
22377.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,AWS,AWS,Flask,Flask,IntelliJ
22381.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
22382.0,JavaScript,JavaScript,MongoDB,PostgreSQL,Linux,Linux,Express,Express,Sublime Text
22383.0,Bash/Shell/PowerShell,Go,MongoDB,Elasticsearch,Linux,Linux,Angular/Angular.js,React.js,IntelliJ
22384.0,C#,C#,MySQL,MySQL,Linux,Android,ASP.NET,ASP.NET,Visual Studio Code
22385.0,C,Go,Elasticsearch,PostgreSQL,Android,Android,Flask,Flask,Android Studio
22386.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,PyCharm
22387.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,PostgreSQL,AWS,AWS,jQuery,React.js,IntelliJ
22389.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,AWS,AWS,Express,Express,Visual Studio Code
22390.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,AWS,Django,Django,IntelliJ
22391.0,Java,Go,Elasticsearch,PostgreSQL,Android,AWS,Flask,React.js,Android Studio
22392.0,HTML/CSS,Go,Microsoft SQL Server,Elasticsearch,Linux,AWS,jQuery,Angular/Angular.js,IntelliJ
22393.0,Java,C++,Elasticsearch,Elasticsearch,Android,Android,Other(s):,React.js,Android Studio
22394.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,Android,AWS,Angular/Angular.js,Spring,Eclipse
22395.0,HTML/CSS,Go,MySQL,MySQL,Linux,Android,Drupal,Laravel,IntelliJ
22397.0,C#,WebAssembly,Microsoft SQL Server,SQLite,Linux,Android,ASP.NET,Angular/Angular.js,Eclipse
22398.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Windows,ASP.NET,ASP.NET,Notepad++
22405.0,HTML/CSS,Rust,MySQL,Cassandra,Linux,Linux,React.js,Angular/Angular.js,IntelliJ
22409.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
22410.0,Bash/Shell/PowerShell,Go,Elasticsearch,Elasticsearch,AWS,AWS,Django,Django,Vim
22414.0,Bash/Shell/PowerShell,Rust,MongoDB,PostgreSQL,AWS,AWS,jQuery,Other(s):,Atom
22417.0,Bash/Shell/PowerShell,PHP,MySQL,MongoDB,Linux,Linux,ASP.NET,React.js,Atom
22420.0,C++,Assembly,Cassandra,Cassandra,Android,Android,Angular/Angular.js,Django,Android Studio
22421.0,C#,C#,MongoDB,DynamoDB,Microsoft Azure,AWS,Angular/Angular.js,Angular/Angular.js,Atom
22422.0,Assembly,C,MariaDB,MongoDB,Linux,Android,jQuery,jQuery,Notepad++
22423.0,Go,Go,PostgreSQL,PostgreSQL,Docker,Arduino,Flask,React.js,IntelliJ
22424.0,C#,C#,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,ASP.NET,Notepad++
22426.0,Go,Go,Cassandra,MySQL,AWS,Docker,Django,Flask,IntelliJ
22429.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
22430.0,HTML/CSS,C++,MariaDB,Elasticsearch,Android,Docker,Angular/Angular.js,Django,Android Studio
22431.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,Linux,Arduino,jQuery,React.js,Vim
22434.0,HTML/CSS,Elixir,PostgreSQL,Elasticsearch,Google Cloud Platform,Heroku,jQuery,React.js,Visual Studio Code
22436.0,Java,Java,MongoDB,SQLite,Android,Android,jQuery,React.js,Android Studio
22439.0,C#,C#,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
22441.0,C++,Go,Microsoft SQL Server,PostgreSQL,Android,AWS,Angular/Angular.js,React.js,Notepad++
22442.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,Express,Express,Emacs
22443.0,C#,C#,Firebase,Firebase,Android,Android,ASP.NET,ASP.NET,Android Studio
22449.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Android,Android,Angular/Angular.js,Django,Eclipse
22450.0,C#,C#,Firebase,Firebase,Android,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
22452.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Vim
22459.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Linux,Linux,Django,Django,PyCharm
22461.0,C#,C#,MongoDB,PostgreSQL,AWS,AWS,Angular/Angular.js,ASP.NET,PyCharm
22462.0,Java,C++,Oracle,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
22464.0,Java,JavaScript,MySQL,PostgreSQL,Linux,Arduino,Flask,Angular/Angular.js,IntelliJ
22465.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,Other(s):,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
22466.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Docker,Android,ASP.NET,Express,Notepad++
22467.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,AWS,Laravel,Ruby on Rails,Sublime Text
22469.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Microsoft Azure,ASP.NET,React.js,Visual Studio
22470.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Docker,ASP.NET,ASP.NET,Notepad++
22471.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,AWS,AWS,Angular/Angular.js,React.js,IPython / Jupyter
22472.0,C,C,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
22475.0,C#,C#,Microsoft SQL Server,Other(s):,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
22476.0,Bash/Shell/PowerShell,JavaScript,Elasticsearch,MongoDB,Linux,Linux,ASP.NET,Angular/Angular.js,Visual Studio
22478.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Redis,Arduino,AWS,Flask,Flask,PyCharm
22479.0,HTML/CSS,Go,MySQL,DynamoDB,Windows,AWS,Angular/Angular.js,Express,IntelliJ
22482.0,C#,C#,MongoDB,MongoDB,MacOS,Google Cloud Platform,React.js,React.js,IntelliJ
22483.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,MongoDB,AWS,Heroku,Angular/Angular.js,Angular/Angular.js,IntelliJ
22485.0,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Linux,Arduino,ASP.NET,ASP.NET,Notepad++
22487.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,PostgreSQL,Arduino,Arduino,Express,Express,PyCharm
22491.0,HTML/CSS,Clojure,MariaDB,MariaDB,AWS,Arduino,Express,Express,PHPStorm
22493.0,C++,Go,Firebase,MongoDB,Android,Android,jQuery,React.js,Android Studio
22495.0,HTML/CSS,HTML/CSS,Couchbase,Firebase,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
22497.0,C#,C#,SQLite,SQLite,Docker,Docker,Flask,Flask,IntelliJ
22498.0,Assembly,Assembly,MariaDB,Elasticsearch,Docker,Linux,jQuery,React.js,Notepad++
22500.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Slack,Docker,jQuery,Angular/Angular.js,Notepad++
22501.0,C#,C#,Couchbase,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
22502.0,HTML/CSS,Assembly,Elasticsearch,Elasticsearch,Heroku,AWS,Angular/Angular.js,Angular/Angular.js,Sublime Text
22504.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,Android,AWS,Express,Express,Visual Studio Code
22505.0,C,Ruby,Firebase,Cassandra,Android,Android,jQuery,jQuery,Android Studio
22506.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Arduino,jQuery,Angular/Angular.js,Eclipse
22507.0,HTML/CSS,Python,MySQL,MongoDB,Linux,Docker,Angular/Angular.js,Django,PyCharm
22510.0,Go,Rust,MongoDB,Cassandra,AWS,Docker,Flask,Vue.js,Vim
22515.0,Bash/Shell/PowerShell,JavaScript,Microsoft SQL Server,Oracle,Arduino,Docker,Django,Django,IPython / Jupyter
22517.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Linux,Linux,ASP.NET,React.js,Notepad++
22520.0,Bash/Shell/PowerShell,Assembly,MongoDB,Firebase,AWS,AWS,Express,Angular/Angular.js,Sublime Text
22522.0,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,AWS,Flask,Flask,IPython / Jupyter
22523.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,MongoDB,Linux,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
22527.0,Bash/Shell/PowerShell,C++,Elasticsearch,Elasticsearch,AWS,AWS,Spring,React.js,Eclipse
22529.0,C#,Go,Elasticsearch,Firebase,iOS,Android,React.js,React.js,Atom
22530.0,C#,TypeScript,Microsoft SQL Server,Other(s):,iOS,iOS,ASP.NET,ASP.NET,Visual Studio
22534.0,Bash/Shell/PowerShell,C++,Elasticsearch,MariaDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
22537.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Docker,AWS,jQuery,React.js,Atom
22538.0,Assembly,JavaScript,MariaDB,PostgreSQL,Android,Raspberry Pi,Angular/Angular.js,React.js,Android Studio
22539.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,AWS,AWS,Django,React.js,IPython / Jupyter
22540.0,Assembly,Bash/Shell/PowerShell,MariaDB,MongoDB,Android,AWS,jQuery,React.js,Emacs
22541.0,Java,Java,MySQL,MySQL,MacOS,MacOS,React.js,React.js,IntelliJ
22542.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,Linux,MacOS,jQuery,Vue.js,Vim
22544.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Visual Studio
22546.0,Bash/Shell/PowerShell,Rust,MongoDB,MySQL,Linux,Linux,Angular/Angular.js,Django,Sublime Text
22549.0,Java,Java,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,jQuery,jQuery,Eclipse
22552.0,Bash/Shell/PowerShell,Clojure,DynamoDB,PostgreSQL,AWS,AWS,Express,Flask,IPython / Jupyter
22554.0,C#,Python,Elasticsearch,DynamoDB,Windows,Google Cloud Platform,ASP.NET,Flask,IPython / Jupyter
